,,EPSReportDate,EPSSurpriseDollar,actualEPS,announceTime,consensusEPS,estimatedChangePercent,estimatedEPS,fiscalEndDate,fiscalPeriod,numberOfEstimates,symbolId,yearAgo,yearAgoChangePercent
ACIA,-2q,2018-02-22,0.04,0.12,AMC,0.08,-0.9483870967741935,0.08,2017-12-31,Q4 2017,2,10954,1.55,-0.9225806451612903
ACIA,-3q,2017-11-02,0.06,0.3,AMC,0.24,-0.7209302325581396,0.24,2017-09-30,Q3 2017,1,10954,0.86,-0.6511627906976745
ACIA,-4q,2017-08-03,0.1,0.19,AMC,0.09,-0.7906976744186046,0.09,2017-06-30,Q2 2017,1,10954,0.43,-0.5581395348837209
ACIU,-1q,2018-05-02,0.03,-0.2,,-0.23,-0.3529411764705882,-0.23,2018-03-31,Q1 2018,2.0,11879,-0.17,-0.1764705882352941
ACIU,-2q,2018-03-20,,0.06,,,,,2017-12-31,Q4 2017,,11879,,
ACIU,-3q,2017-11-13,0.04,-0.16,,-0.2,,-0.2,2017-09-30,Q3 2017,2.0,11879,,
ACIU,-4q,2017-08-09,-0.15,-0.22,,-0.07,,-0.07,2017-06-30,Q2 2017,1.0,11879,,
ACIW,-1q,2018-05-10,-0.06,-0.17,BTO,-0.11,-6.5,-0.11,2018-03-31,Q1 2018,2,59,0.02,-9.5
ACIW,-2q,2018-02-22,0.21,0.64,BTO,0.43,-0.24561403508771926,0.43,2017-12-31,Q4 2017,4,59,0.57,0.12280701754385977
ACIW,-3q,2017-11-02,0.22,0.11,BTO,-0.11,-1.7500000000000002,-0.11,2017-09-30,Q3 2017,5,59,-0.04,3.75
ACIW,-4q,2017-07-27,0.11,0.02,BTO,-0.09,0.10000000000000009,-0.09,2017-06-30,Q2 2017,3,59,-0.1,1.2
ACLS,-1q,2018-05-02,0.06,0.41,AMC,0.35,0.20689655172413793,0.35,2018-03-31,Q1 2018,2,60,0.29,0.41379310344827586
ACLS,-2q,2018-02-06,0.08,0.47,AMC,0.39,2.0,0.39,2017-12-31,Q4 2017,3,60,0.13,2.615384615384615
ACLS,-3q,2017-11-02,0.1,0.38,AMC,0.28,3.0,0.28,2017-09-30,Q3 2017,3,60,0.07,4.428571428571428
ACLS,-4q,2017-08-03,-0.01,0.33,AMC,0.34,2.4,0.34,2017-06-30,Q2 2017,3,60,0.1,2.3
ACM,-1q,2018-05-08,0.02,0.67,BTO,0.65,-0.2696629213483146,0.65,2018-03-31,Q2 2018,5,61,0.89,-0.24719101123595502
ACM,-2q,2018-02-06,0.02,0.57,BTO,0.55,0.03773584905660381,0.55,2017-12-31,Q1 2018,5,61,0.53,0.0754716981132074
ACM,-3q,2017-11-13,0.03,0.74,BTO,0.71,0.09230769230769222,0.71,2017-09-30,Q4 2017,5,61,0.65,0.1384615384615384
ACM,-4q,2017-08-08,,0.78,BTO,0.78,-0.03703703703703707,0.78,2017-06-30,Q3 2017,5,61,0.81,-0.03703703703703707
ACMR,-1q,2018-05-08,0.06,-0.04,BTO,-0.1,0.6875,-0.1,2018-03-31,Q1 2018,1,13392,-0.32,0.8750000000000001
ACMR,-2q,2018-03-05,0.1,0.23,BTO,0.13,1.4333333333333333,0.13,2017-12-31,Q4 2017,1,13392,-0.3,1.7666666666666668
ACMR,-3q,2017-12-07,0.06,-0.17,BTO,-0.23,-0.7692307692307693,-0.23,2017-09-30,Q3 2017,1,13392,-0.13,-0.30769230769230776
ACMR,-4q,2011-11-07,-0.25,-0.54,,-0.29,0.12121212121212131,-0.29,2011-09-30,Q3 2011,1,13392,-0.33,-0.6363636363636364
ACN,-1q,2018-06-28,0.08,1.79,BTO,1.71,0.12499999999999996,1.71,2018-05-31,Q3 2018,12,63,1.52,0.17763157894736842
ACN,-2q,2018-03-22,0.08,1.58,BTO,1.5,0.1278195488721804,1.5,2018-02-28,Q2 2018,12,63,1.33,0.18796992481203006
ACN,-3q,2017-12-21,0.13,1.79,BTO,1.66,0.050632911392404965,1.66,2017-11-30,Q1 2018,14,63,1.58,0.13291139240506325
ACN,-4q,2017-09-28,0.01,1.48,BTO,1.47,0.12213740458015261,1.47,2017-08-31,Q4 2017,14,63,1.31,0.12977099236641215
ACNB,-1q,2018-04-26,,0.7,,,,,2018-03-31,,,64,0.43,0.6279069767441859
ACNB,-2q,2018-03-09,,0.61,,,,,2017-12-31,,,64,0.43,0.41860465116279066
ACNB,-3q,2017-11-03,,0.66,,,,,2017-09-30,,,64,0.46,0.43478260869565216
ACNB,-4q,2017-08-04,,0.45,,,,,2017-06-30,,,64,0.49,-0.08163265306122446
ACOR,-1q,2018-05-02,-0.51,-0.18,BTO,0.33,1.8048780487804879,0.33,2018-03-31,Q1 2018,6,66,-0.41,0.5609756097560975
ACOR,-2q,2018-02-15,-0.43,0.45,BTO,0.88,13.57142857142857,0.88,2017-12-31,Q4 2017,7,66,-0.07,7.428571428571428
ACOR,-3q,2017-10-31,-0.96,-0.55,BTO,0.41,2.464285714285714,0.41,2017-09-30,Q3 2017,6,66,-0.28,-0.9642857142857143
ACOR,-4q,2017-07-27,-0.31,-0.18,BTO,0.13,2.0,0.13,2017-06-30,Q2 2017,6,66,-0.13,-0.3846153846153845
ACRE,-1q,2018-05-01,0.04,0.33,BTO,0.29,0.2083333333333333,0.29,2018-03-31,Q1 2018,1,69,0.24,0.3750000000000001
ACRE,-2q,2018-03-01,0.02,0.25,BTO,0.23,-0.1785714285714286,0.23,2017-12-31,Q4 2017,3,69,0.28,-0.10714285714285723
ACRE,-3q,2017-11-01,0.11,0.39,BTO,0.28,-0.09677419354838701,0.28,2017-09-30,Q3 2017,3,69,0.31,0.2580645161290323
ACRE,-4q,2017-08-03,,0.24,BTO,0.24,0.14285714285714285,0.24,2017-06-30,Q2 2017,3,69,0.21,0.14285714285714285
ACRS,-1q,2018-05-08,0.01,-0.98,AMC,-0.99,-1.0625,-0.99,2018-03-31,Q1 2018,3,10410,-0.48,-1.0416666666666667
ACRS,-2q,2018-03-12,0.1,-0.8,BTO,-0.9,-0.8367346938775511,-0.9,2017-12-31,Q4 2017,3,10410,-0.49,-0.6326530612244899
ACRS,-3q,2017-11-07,0.23,-0.63,BTO,-0.86,-0.72,-0.86,2017-09-30,Q3 2017,4,10410,-0.5,-0.26
ACRS,-4q,2017-08-08,0.12,-0.56,BTO,-0.68,-0.09677419354838718,-0.68,2017-06-30,Q2 2017,3,10410,-0.62,0.09677419354838701
ACRX,-1q,2018-05-09,0.01,-0.23,AMC,-0.24,0.2941176470588236,-0.24,2018-03-31,Q1 2018,2,70,-0.34,0.3235294117647059
ACRX,-2q,2018-03-08,,-0.2,AMC,-0.2,0.04761904761904753,-0.2,2017-12-31,Q4 2017,1,70,-0.21,0.04761904761904753
ACRX,-3q,2017-11-09,-0.02,-0.28,AMC,-0.26,-0.040000000000000036,-0.26,2017-09-30,Q3 2017,5,70,-0.25,-0.1200000000000001
ACRX,-4q,2017-08-01,-0.01,-0.29,AMC,-0.28,-0.16666666666666682,-0.28,2017-06-30,Q2 2017,5,70,-0.24,-0.2083333333333333
ACSF,-1q,2018-05-10,,0.22,BTO,,,,2018-03-31,,,8208,0.28,-0.21428571428571436
ACSF,-2q,2018-03-14,,,BTO,,,,2017-12-31,Q4 2017,,8208,0.31,
ACSF,-3q,2017-08-02,,,,,,,2017-06-30,Q2 2017,,8208,0.3,
ACSF,-4q,2017-05-10,,0.31,BTO,,,,2017-03-31,Q1 2017,,8208,0.29,0.06896551724137938
ACST,-1q,2018-02-13,,-0.31,,-0.31,-0.8235294117647057,-0.31,2017-12-31,Q4 2017,1.0,71,-0.17,-0.8235294117647057
ACST,-2q,2017-11-13,,-0.25,,,,,2017-09-30,,,71,-0.17,-0.47058823529411753
ACST,-3q,2017-10-10,,,,,,,2017-08-31,,,71,-0.17,
ACST,-4q,2017-08-14,,-0.14,,,,,2017-05-31,,,71,-0.23,0.3913043478260869
ACTG,-1q,2018-05-01,-0.48,-0.52,AMC,-0.04,0.6923076923076923,-0.04,2018-03-31,Q1 2018,1,73,-0.13,-3.0
ACTG,-2q,2018-02-13,0.01,-0.02,AMC,-0.03,0.25000000000000006,-0.03,2017-12-31,Q4 2017,1,73,-0.04,0.5
ACTG,-3q,2017-10-26,3.36,3.29,AMC,-0.07,-1.2413793103448276,-0.07,2017-09-30,Q3 2017,1,73,0.29,10.344827586206897
ACTG,-4q,2017-07-27,-0.11,-0.17,AMC,-0.06,-1.3,-0.06,2017-06-30,Q2 2017,1,73,0.2,-1.8499999999999999
ACU,-1q,2018-04-20,0.03,0.21,BTO,0.18,,0.18,2018-03-31,Q1 2018,1.0,76,0.18,0.16666666666666666
ACU,-2q,2018-02-27,,0.16,BTO,,,,2017-12-31,Q4 2017,,76,0.15,0.06666666666666674
ACU,-3q,2017-10-20,-0.2,0.32,BTO,0.52,0.3,0.52,2017-09-30,Q3 2017,1.0,76,0.4,-0.20000000000000004
ACU,-4q,2017-07-25,-0.25,0.75,BTO,1.0,0.09890109890109887,1.0,2017-06-30,Q2 2017,1.0,76,0.91,-0.17582417582417587
ACXM,-1q,2018-05-16,0.06,0.14,AMC,0.08,1.6666666666666667,0.08,2018-03-31,Q4 2018,1,82,0.03,3.6666666666666674
ACXM,-2q,2018-02-06,0.06,0.17,AMC,0.11,-0.3125,0.11,2017-12-31,Q3 2018,2,82,0.16,0.06250000000000006
ACXM,-3q,2017-11-01,-0.02,0.02,AMC,0.04,-0.5,0.04,2017-09-30,Q2 2018,3,82,0.08,-0.75
ACXM,-4q,2017-08-03,-0.04,0.03,AMC,0.07,-0.12499999999999993,0.07,2017-06-30,Q1 2018,1,82,0.08,-0.625
ACY,-1q,2018-05-15,-0.01,0.22,,0.23,-0.4390243902439024,0.23,2018-03-31,Q1 2018,1,83,0.41,-0.46341463414634143
ACY,-2q,2018-03-06,0.16,0.44,,0.28,-0.4909090909090909,0.28,2017-12-31,Q4 2017,1,83,0.55,-0.20000000000000007
ACY,-3q,2017-11-09,-0.29,0.27,,0.56,2.302325581395349,0.56,2017-09-30,Q3 2017,1,83,-0.43,1.627906976744186
ACY,-4q,2017-08-10,,0.25,,0.25,0.3157894736842105,0.25,2017-06-30,Q2 2017,1,83,0.19,0.3157894736842105
ADAP,-1q,2018-05-09,,-0.24,BTO,-0.24,0.2,-0.24,2018-03-31,Q1 2018,6,9962,-0.3,0.2
ADAP,-2q,2018-03-15,-0.04,-0.29,BTO,-0.25,-0.13636363636363635,-0.25,2017-12-31,Q4 2017,5,9962,-0.22,-0.31818181818181807
ADAP,-3q,2017-11-02,0.26,,BTO,-0.26,-0.08333333333333341,-0.26,2017-09-30,Q3 2017,5,9962,-0.24,
ADAP,-4q,2017-08-03,,-0.24,BTO,-0.24,0.22580645161290325,-0.24,2017-06-30,Q2 2017,5,9962,-0.31,0.22580645161290325
ADBE,-1q,2018-06-14,0.13,1.38,AMC,1.25,0.5432098765432097,1.25,2018-05-31,Q2 2018,5,85,0.81,0.7037037037037035
ADBE,-2q,2018-03-15,0.06,1.28,AMC,1.22,0.564102564102564,1.22,2018-02-28,Q1 2018,9,85,0.78,0.641025641025641
ADBE,-3q,2017-12-14,0.09,1.05,AMC,0.96,0.1566265060240964,0.96,2017-11-30,Q4 2017,6,85,0.83,0.26506024096385555
ADBE,-4q,2017-09-19,0.08,0.9,AMC,0.82,0.36666666666666664,0.82,2017-08-31,Q3 2017,8,85,0.6,0.5000000000000001
ADC,-1q,2018-04-23,,0.71,AMC,0.71,0.09230769230769222,0.71,2018-03-31,Q1 2018,7,86,0.65,0.09230769230769222
ADC,-2q,2018-02-22,0.02,0.71,AMC,0.69,0.07812499999999989,0.69,2017-12-31,Q4 2017,7,86,0.64,0.10937499999999992
ADC,-3q,2017-10-23,,0.69,AMC,0.69,0.014705882352941025,0.69,2017-09-30,Q3 2017,9,86,0.68,0.014705882352941025
ADC,-4q,2017-07-24,,0.67,AMC,0.67,0.09836065573770501,0.67,2017-06-30,Q2 2017,8,86,0.61,0.09836065573770501
ADES,-1q,2018-05-09,-0.05,0.37,AMC,0.42,0.07692307692307684,0.42,2018-03-31,Q1 2018,1,89,0.39,-0.05128205128205133
ADES,-2q,2018-03-12,0.27,0.6,AMC,0.33,-0.4590163934426229,0.33,2017-12-31,Q4 2017,1,89,0.61,-0.016393442622950834
ADES,-3q,2017-11-06,-0.43,0.28,AMC,0.71,0.6511627906976744,0.71,2017-09-30,Q3 2017,1,89,0.43,-0.34883720930232553
ADES,-4q,2017-08-07,-0.44,0.29,AMC,0.73,1.0857142857142859,0.73,2017-06-30,Q2 2017,1,89,0.35,-0.17142857142857143
ADI,-1q,2018-05-30,0.08,1.45,BTO,1.37,0.33009708737864085,1.37,2018-04-30,Q2 2018,13,93,1.03,0.40776699029126207
ADI,-2q,2018-02-28,0.13,1.42,BTO,1.29,0.372340425531915,1.29,2018-01-31,Q1 2018,13,93,0.94,0.5106382978723404
ADI,-3q,2017-11-21,0.08,1.45,BTO,1.37,0.3047619047619048,1.37,2017-10-31,Q4 2017,12,93,1.05,0.3809523809523809
ADI,-4q,2017-08-30,0.11,1.26,BTO,1.15,0.40243902439024387,1.15,2017-07-31,Q3 2017,11,93,0.82,0.5365853658536587
ADM,-1q,2018-05-01,0.21,0.68,BTO,0.47,-0.21666666666666667,0.47,2018-03-31,Q1 2018,4,96,0.6,0.13333333333333347
ADM,-2q,2018-02-06,0.12,0.82,BTO,0.7,-0.06666666666666672,0.7,2017-12-31,Q4 2017,6,96,0.75,0.09333333333333327
ADM,-3q,2017-10-31,-0.1,0.45,BTO,0.55,-0.0677966101694914,0.55,2017-09-30,Q3 2017,7,96,0.59,-0.2372881355932203
ADM,-4q,2017-08-01,0.05,0.57,BTO,0.52,0.2682926829268294,0.52,2017-06-30,Q2 2017,5,96,0.41,0.39024390243902435
ADMA,-1q,2018-05-14,-0.08,-0.35,,-0.27,0.47058823529411764,-0.27,2018-03-31,Q1 2018,1,9483,-0.51,0.3137254901960785
ADMA,-2q,2018-03-05,0.27,-0.24,,-0.51,-0.45714285714285724,-0.51,2017-12-31,Q4 2017,2,9483,-0.35,0.3142857142857143
ADMA,-3q,2017-11-03,1.1,0.59,,-0.51,-0.49999999999999994,-0.51,2017-09-30,Q3 2017,2,9483,-0.34,2.7352941176470584
ADMA,-4q,2017-08-11,-0.13,-0.55,,-0.42,0.16000000000000003,-0.42,2017-06-30,Q2 2017,2,9483,-0.5,-0.10000000000000009
ADMP,-1q,2018-05-10,-0.06,-0.23,,-0.17,0.34615384615384615,-0.17,2018-03-31,Q1 2018,3.0,8158,-0.26,0.11538461538461538
ADMP,-2q,2018-03-15,,-0.24,,,,,2017-12-31,Q4 2017,,8158,,
ADMP,-3q,2018-01-01,,,,,,,2017-09-30,Q3 2017,1.0,8158,-0.41,
ADMP,-4q,2017-08-14,,-0.19,,,,,2017-06-30,Q2 2017,,8158,-0.37,0.48648648648648646
ADMS,-1q,2018-05-03,0.03,-1.35,AMC,-1.38,-0.9166666666666666,-1.38,2018-03-31,Q1 2018,5,8476,-0.72,-0.8750000000000002
ADMS,-2q,2018-02-22,-0.12,-1.27,AMC,-1.15,-0.6911764705882351,-1.15,2017-12-31,Q4 2017,4,8476,-0.68,-0.8676470588235293
ADMS,-3q,2017-11-02,-0.01,-1.04,AMC,-1.03,-0.5606060606060606,-1.03,2017-09-30,Q3 2017,3,8476,-0.66,-0.5757575757575757
ADMS,-4q,2017-08-08,-0.08,-0.93,AMC,-0.85,-0.08974358974358967,-0.85,2017-06-30,Q2 2017,3,8476,-0.78,-0.19230769230769232
ADNT,-1q,2018-05-03,-0.04,1.85,BTO,1.89,-0.24400000000000005,1.89,2018-03-31,Q2 2018,6,11802,2.5,-0.25999999999999995
ADNT,-2q,2018-01-29,-0.05,1.06,BTO,1.11,-0.47641509433962265,1.11,2017-12-31,Q1 2018,5,11802,2.12,-0.5
ADNT,-3q,2017-11-02,0.13,2.34,BTO,2.21,,2.21,2017-09-30,Q4 2017,7,11802,,
ADNT,-4q,2017-07-27,0.02,2.52,BTO,2.5,,2.5,2017-06-30,Q3 2017,8,11802,,
ADOM,-1q,2018-01-01,,,,,,,2017-09-30,Q3 2017,,13022,,
ADP,-1q,2018-05-02,0.08,1.52,BTO,1.44,0.09923664122137396,1.44,2018-03-31,Q3 2018,9,98,1.31,0.16030534351145034
ADP,-2q,2018-01-31,0.1,0.99,BTO,0.89,0.022988505747126457,0.89,2017-12-31,Q2 2018,10,98,0.87,0.13793103448275862
ADP,-3q,2017-11-02,0.06,0.91,BTO,0.85,-0.011627906976744196,0.85,2017-09-30,Q1 2018,10,98,0.86,0.058139534883720985
ADP,-4q,2017-07-27,-0.02,0.65,BTO,0.67,-0.02898550724637668,0.67,2017-06-30,Q4 2017,10,98,0.69,-0.05797101449275352
ADRO,-1q,2018-05-02,0.02,-0.28,,-0.3,0.06250000000000006,-0.3,2018-03-31,Q1 2018,5,9823,-0.32,0.12499999999999993
ADRO,-2q,2018-03-01,0.01,-0.35,,-0.36,0.18181818181818185,-0.36,2017-12-31,Q4 2017,5,9823,-0.44,0.2045454545454546
ADRO,-3q,2017-10-31,,-0.33,,-0.33,0.3888888888888889,-0.33,2017-09-30,Q3 2017,4,9823,-0.54,0.3888888888888889
ADRO,-4q,2017-08-02,0.09,-0.27,,-0.36,-13.000000000000002,-0.36,2017-06-30,Q2 2017,4,9823,0.03,-10.000000000000002
ADS,-1q,2018-04-19,0.12,4.1,BTO,3.98,0.09340659340659337,3.98,2018-03-31,Q1 2018,4,103,3.64,0.12637362637362623
ADS,-2q,2018-01-25,1.38,6.1,BTO,4.72,0.06067415730337069,4.72,2017-12-31,Q4 2017,4,103,4.45,0.37078651685393244
ADS,-3q,2017-10-19,0.36,5.16,BTO,4.8,0.057268722466960305,4.8,2017-09-30,Q3 2017,3,103,4.54,0.1365638766519824
ADS,-4q,2017-07-20,0.11,3.58,BTO,3.47,0.057926829268292804,3.47,2017-06-30,Q2 2017,3,103,3.28,0.09146341463414642
ADSK,-1q,2018-05-24,-0.01,-0.19,AMC,-0.18,0.5813953488372093,-0.18,2018-04-30,Q1 2019,8,104,-0.43,0.5581395348837209
ADSK,-2q,2018-03-06,-0.03,-0.36,AMC,-0.33,0.41071428571428575,-0.33,2018-01-31,Q4 2018,7,104,-0.56,0.3571428571428572
ADSK,-3q,2017-11-28,-0.09,-0.42,AMC,-0.33,0.23255813953488366,-0.33,2017-10-31,Q3 2018,2,104,-0.43,0.023255813953488393
ADSK,-4q,2017-08-24,-0.01,-0.38,AMC,-0.37,-2.7,-0.37,2017-07-31,Q2 2018,4,104,-0.1,-2.8000000000000003
ADSW,-1q,2018-05-02,0.05,0.09,AMC,0.04,,0.04,2018-03-31,Q1 2018,4,10650,0.04,1.2499999999999998
ADSW,-2q,2018-02-22,-0.01,0.13,AMC,0.14,-0.3,0.14,2017-12-31,Q4 2017,4,10650,0.2,-0.35000000000000003
ADSW,-3q,2017-11-01,-0.01,0.16,AMC,0.17,1.8333333333333337,0.17,2017-09-30,Q3 2017,5,10650,0.06,1.6666666666666667
ADSW,-4q,2017-08-02,0.01,0.16,AMC,0.15,,0.15,2017-06-30,Q2 2017,4,10650,,
ADT,-1q,2018-05-09,-0.2,-0.09,BTO,0.11,,0.11,2018-03-31,Q1 2018,1,13952,,
ADT,-2q,2018-03-15,-0.2,-0.06,BTO,0.14,,0.14,2017-12-31,Q4 2017,1,13952,,
ADTN,-1q,2018-04-17,-0.13,-0.32,AMC,-0.19,-2.2666666666666666,-0.19,2018-03-31,Q1 2018,2,106,0.15,-3.1333333333333333
ADTN,-2q,2018-01-16,0.09,0.05,AMC,-0.04,-1.25,-0.04,2017-12-31,Q4 2017,1,106,0.16,-0.6875
ADTN,-3q,2017-10-17,0.07,0.34,AMC,0.27,0.03846153846153849,0.27,2017-09-30,Q3 2017,2,106,0.26,0.30769230769230776
ADTN,-4q,2017-07-18,0.05,0.27,AMC,0.22,,0.22,2017-06-30,Q2 2017,3,106,0.22,0.22727272727272735
ADUS,-1q,2018-05-07,,0.36,AMC,0.36,0.12499999999999993,0.36,2018-03-31,Q1 2018,2,107,0.32,0.12499999999999993
ADUS,-2q,2018-03-05,0.03,0.42,AMC,0.39,-0.1136363636363636,0.39,2017-12-31,Q4 2017,2,107,0.44,-0.0454545454545455
ADUS,-3q,2017-11-06,,0.38,AMC,0.38,0.05555555555555561,0.38,2017-09-30,Q3 2017,2,107,0.36,0.05555555555555561
ADUS,-4q,2017-08-07,0.01,0.34,AMC,0.33,0.17857142857142852,0.33,2017-06-30,Q2 2017,1,107,0.28,0.21428571428571425
ADVM,-1q,2018-05-09,-0.01,-0.3,,-0.29,0.23684210526315796,-0.29,2018-03-31,Q1 2018,3,8910,-0.38,0.21052631578947373
ADVM,-2q,2018-03-06,0.02,-0.32,,-0.34,-0.25925925925925924,-0.34,2017-12-31,Q4 2017,3,8910,-0.27,-0.18518518518518512
ADVM,-3q,2017-11-08,-0.02,-0.32,,-0.3,0.14285714285714282,-0.3,2017-09-30,Q3 2017,2,8910,-0.35,0.08571428571428563
ADVM,-4q,2017-08-08,0.1,-0.27,,-0.37,-0.027777777777777804,-0.37,2017-06-30,Q2 2017,1,8910,-0.36,0.24999999999999992
ADX,-1q,2017-06-30,,,,,,,2017-03-31,,,109,,
ADX,-2q,2017-01-26,,,,,,,2016-12-31,,,109,,
ADX,-3q,2013-05-29,,-0.01,,,,,2013-03-31,Q1 2013,,109,,
ADXS,-1q,2018-06-07,0.14,-0.27,BTO,-0.41,0.19607843137254907,-0.41,2018-04-30,Q2 2018,2,8016,-0.51,0.47058823529411764
ADXS,-2q,2018-03-12,0.09,-0.49,AMC,-0.58,-0.34883720930232553,-0.58,2018-01-31,Q1 2018,2,8016,-0.43,-0.13953488372093023
ADXS,-3q,2017-12-20,-0.02,-0.57,AMC,-0.55,,-0.55,2017-10-31,Q4 2017,3,8016,,
ADXS,-4q,2017-09-11,-0.24,-0.8,,-0.56,-0.16666666666666682,-0.56,2017-07-31,Q3 2017,2,8016,-0.48,-0.6666666666666669
AE,-1q,2018-05-09,,0.16,,,,,2018-03-31,,,111,-0.2,1.7999999999999998
AE,-2q,2018-03-12,,0.31,,,,,2017-12-31,,,111,-0.04,8.75
AE,-3q,2017-11-09,,-0.04,,,,,2017-09-30,,,111,-0.51,0.9215686274509804
AE,-4q,2017-08-08,,0.34,,,,,2017-06-30,,,111,0.81,-0.5802469135802469
AED,-1q,1999-12-17,,0.26,,,,,1999-09-30,Q3 1999,,14577,,
AED,-2q,1997-08-07,,0.46,,,,,1997-06-30,Q2 1997,,14577,,
AED,-3q,1997-02-03,-0.02,0.39,,0.41,,0.41,1996-12-31,Q4 1996,1.0,14577,,
AED,-4q,1996-07-25,,0.34,,,,,1996-06-30,Q2 1996,,14577,,
AEE,-1q,2018-05-09,0.04,0.62,BTO,0.58,0.38095238095238093,0.58,2018-03-31,Q1 2018,4,113,0.42,0.4761904761904762
AEE,-2q,2018-02-16,0.05,0.39,BTO,0.34,1.6153846153846154,0.34,2017-12-31,Q4 2017,3,113,0.13,2.0
AEE,-3q,2017-11-03,-0.07,1.24,BTO,1.31,-0.1381578947368421,1.31,2017-09-30,Q3 2017,3,113,1.52,-0.1842105263157895
AEE,-4q,2017-08-04,0.1,0.79,BTO,0.69,0.13114754098360648,0.69,2017-06-30,Q2 2017,3,113,0.61,0.29508196721311486
AEG,-1q,2018-02-15,,0.22,BTO,,,,2017-12-31,Q4 2017,,114,0.25,-0.12
AEG,-2q,2017-11-09,,0.24,,,,,2017-09-30,Q3 2017,,114,0.25,-0.040000000000000036
AEG,-3q,2017-08-10,,0.21,BTO,,,,2017-06-30,Q2 2017,,114,0.17,0.23529411764705868
AEG,-4q,2017-05-11,,0.17,BTO,,,,2017-03-31,Q1 2017,,114,0.19,-0.1052631578947368
AEGN,-1q,2018-05-02,0.01,0.13,AMC,0.12,-0.3333333333333333,0.12,2018-03-31,Q1 2018,2,115,0.18,-0.27777777777777773
AEGN,-2q,2018-02-28,-0.03,0.2,AMC,0.23,-0.47727272727272724,0.23,2017-12-31,Q4 2017,3,115,0.44,-0.5454545454545454
AEGN,-3q,2017-11-01,0.06,0.32,AMC,0.26,-0.1875,0.26,2017-09-30,Q3 2017,3,115,0.32,
AEGN,-4q,2017-08-01,-0.08,0.34,AMC,0.42,0.826086956521739,0.42,2017-06-30,Q2 2017,4,115,0.23,0.4782608695652174
AEHR,-1q,2018-04-03,,0.01,AMC,,,,2018-02-28,Q3 2018,,117,-0.16,1.0625
AEHR,-2q,2018-01-04,,,AMC,,,,2017-11-30,Q2 2018,1.0,117,-0.09,
AEHR,-3q,2017-09-28,0.01,,AMC,-0.01,0.8333333333333333,-0.01,2017-08-31,Q1 2018,1.0,117,-0.06,
AEHR,-4q,2017-07-19,0.01,-0.03,AMC,-0.04,0.8260869565217391,-0.04,2017-05-31,Q4 2017,1.0,117,-0.23,0.8695652173913043
AEIS,-1q,2018-04-30,-0.06,1.16,AMC,1.22,0.38636363636363635,1.22,2018-03-31,Q1 2018,5,118,0.88,0.31818181818181807
AEIS,-2q,2018-01-30,0.13,1.23,AMC,1.1,0.08910891089108919,1.1,2017-12-31,Q4 2017,3,118,1.01,0.2178217821782178
AEIS,-3q,2017-10-30,0.02,1.09,AMC,1.07,0.4657534246575344,1.07,2017-09-30,Q3 2017,5,118,0.73,0.493150684931507
AEIS,-4q,2017-07-31,0.13,1.14,AMC,1.01,0.4852941176470587,1.01,2017-06-30,Q2 2017,2,118,0.68,0.6764705882352938
AEL,-1q,2018-05-02,0.02,0.85,AMC,0.83,0.25757575757575746,0.83,2018-03-31,Q1 2018,4,119,0.66,0.2878787878787878
AEL,-2q,2018-02-07,0.15,0.82,AMC,0.67,0.06349206349206354,0.67,2017-12-31,Q4 2017,4,119,0.63,0.3015873015873015
AEL,-3q,2017-11-06,0.33,0.96,AMC,0.63,13.6,0.63,2017-09-30,Q3 2017,4,119,-0.05,20.2
AEL,-4q,2017-08-02,0.12,0.71,AMC,0.59,-0.016666666666666684,0.59,2017-06-30,Q2 2017,4,119,0.6,0.18333333333333332
AEM,-1q,2018-04-26,-0.02,0.15,AMC,0.17,-0.39285714285714285,0.17,2018-03-31,Q1 2018,6,120,0.28,-0.46428571428571436
AEM,-2q,2018-02-14,0.02,0.21,AMC,0.19,8.5,0.19,2017-12-31,Q4 2017,6,120,0.02,9.5
AEM,-3q,2017-10-25,0.11,0.28,AMC,0.17,-0.2916666666666666,0.17,2017-09-30,Q3 2017,5,120,0.24,0.16666666666666682
AEM,-4q,2017-07-26,0.09,0.26,AMC,0.17,0.30769230769230776,0.17,2017-06-30,Q2 2017,5,120,0.13,1.0
AEMD,-1q,2018-06-08,0.04,-0.06,AMC,-0.1,0.5454545454545454,-0.1,2018-03-31,Q4 2018,2,10300,-0.22,0.7272727272727273
AEMD,-2q,2018-02-01,0.04,-0.08,AMC,-0.12,0.2,-0.12,2017-12-31,Q3 2018,2,10300,-0.15,0.4666666666666666
AEMD,-3q,2017-11-02,0.02,-0.14,AMC,-0.16,0.44827586206896547,-0.16,2017-09-30,Q2 2018,1,10300,-0.29,0.5172413793103448
AEMD,-4q,2017-08-10,-0.05,-0.21,AMC,-0.16,0.4285714285714286,-0.16,2017-06-30,Q1 2018,1,10300,-0.28,0.2500000000000001
AEO,-1q,2018-05-31,0.01,0.23,BTO,0.22,0.375,0.22,2018-04-30,Q1 2019,11,121,0.16,0.43750000000000006
AEO,-2q,2018-03-08,,0.44,BTO,0.44,0.12820512820512817,0.44,2018-01-31,Q4 2018,10,121,0.39,0.12820512820512817
AEO,-3q,2017-12-06,-0.02,0.37,BTO,0.39,-0.04878048780487796,0.39,2017-10-31,Q3 2018,11,121,0.41,-0.09756097560975606
