,,cashChange,cashFlow,costOfRevenue,currentAssets,currentCash,currentDebt,grossProfit,netIncome,operatingExpense,operatingGainsLosses,operatingIncome,operatingRevenue,reportDate,researchAndDevelopment,shareholderEquity,totalAssets,totalCash,totalDebt,totalLiabilities,totalRevenue
RSYS,-2q,-4574000,-5305000,30947000,51816000,8124000,16000000,1345000,-19631000,12847000,,-11502000,32292000,2017-12-31,5303000,6550000,66029000.0,8124000,,59479000.0,32292000
RSYS,-3q,-33578000,-2401000,27578000,63938000,12682000,15000000,1195000,-15411000,13777000,,-12582000,28773000,2017-09-30,5639000,25168000,82927000.0,12682000,,57759000.0,28773000
RSYS,-4q,14144000,10329000,25085000,111893000,46248000,45000000,10008000,-7554000,15468000,,-5460000,35093000,2017-06-30,5994000,40321000,133284000.0,46248000,,92963000.0,35093000
RTEC,-1q,-250000,4639000,30675000,345772000,68055000,,42421000,15130000,24956000,183000,17465000,73096000,2018-03-31,11783000,349729000,409502000.0,180321000,,,73096000
RTEC,-2q,-525000,21584000,27955000,322082000,67770000,,32126000,-804000,20735000,12924000,11391000,60081000,2017-12-31,10810000,333154000,385922000.0,177359000,,,60081000
RTEC,-3q,10403000,12814000,31775000,308852000,68026000,,35145000,17369000,22628000,-12902000,12517000,66920000,2017-09-30,12020000,332206000,387544000.0,159365000,,,66920000
RTEC,-4q,5534000,15749000,31962000,290982000,57705000,,35456000,9193000,22761000,166000,12695000,67418000,2017-06-30,12146000,313291000,370586000.0,148949000,,,67418000
RTIX,-1q,-8628000,-1449000,36208000,178292000,13812000,4268000,33682000,-965000,31810000,,59000,69890000,2018-03-31,3421000,182229000,360594000.0,13812000,61277000,,69890000
RTIX,-2q,4608000,5313000,34548000,185674000,22381000,4268000,36268000,-7653000,27301000,,8967000,70816000,2017-12-31,3146000,181737000,345906000.0,22381000,46344000,,70816000
RTIX,-3q,4034000,-13471000,33177000,180056000,17744000,4268000,33511000,17486000,33299000,-34090000.0,212000,66688000,2017-09-30,2801000,183623000,353282000.0,17744000,49911000,,66688000
RTIX,-4q,-4025000,1036000,35157000,177474000,13675000,5779000,36963000,-1689000,36636000,,327000,72120000,2017-06-30,3740000,164084000,366594000.0,13675000,80139000,,72120000
RTN,-1q,-346000000,284000000,4532000000,10960000000,2769000000,300000000,1735000000,633000000,933000000,,802000000,6267000000,2018-03-31,166000000,10237000000,30497000000.0,2748000000,5051000000,,6267000000
RTN,-2q,792000000,1623000000,5171000000,11326000000,3115000000,300000000,1612000000,393000000,742000000,,870000000,6783000000,2017-12-31,176000000,9963000000,30860000000.0,3400000000,5050000000,,6783000000
RTN,-3q,148000000,381000000,4690000000,10778000000,2323000000,300000000,1594000000,572000000,736000000,,858000000,6284000000,2017-09-30,187000000,10857000000,30278000000.0,2311000000,5049000000,,6284000000
RTN,-4q,-12000000,782000000,4685000000,10937000000,2175000000,300000000,1596000000,553000000,747000000,,849000000,6281000000,2017-06-30,200000000,10815000000,30229000000.0,2577000000,5047000000,,6281000000
RTRX,-1q,-38287000,-14734000,,,61117000,,,-18378000,,,,,2018-03-31,,299475000,500794000.0,,,,34568000
RTRX,-2q,404000,-854000,,,99394000,,,-17618000,,519000.0,,,2017-12-31,19576000.0,293134000,520346000.0,,,227212000.0,46316000
RTRX,-3q,9286000,5639000,,,98991000,,,-17794000,,,,,2017-09-30,19610000.0,304520000,520510000.0,,,215990000.0,31931000
RTRX,-4q,47896000,6025000,,,89265000,,,-13229000,,,,,2017-06-30,,295829000,507130000.0,,,,37244000
RTTR,-1q,-3714928,-3714928,,19094128,18917043,,,-2012690,2038662,,-2038662,,2018-03-31,849683,18325900,19126964.0,18917043,,,
RTTR,-2q,19073097,-2221290,,22799371,22631971,,,-2216747,2236985,,-2236985,,2017-12-31,752286,20125982,22833570.0,22631971,,,
RTTR,-3q,-1856424,-1545638,,3819471,3558874,,,-2010852,2014935,,-2014935,,2017-09-30,915268,1202314,4160189.0,3558874,,,
RTTR,-4q,322989,-1677011,,5761701,5415298,,,-1963024,1969357,,-1969357,,2017-06-30,774476,3009965,5792948.0,5415298,,,
RUBI,-1q,-9248000,-9764000,14783000,267262000,67516000,,10093000,-27816000,35295000,347000,-25202000,24876000,2018-03-31,10494000,141654000,337414000.0,119307000,,,24876000
RUBI,-2q,-22976000,12322000,15465000,304656000,76642000,,15932000,-23817000,35774000,524000,-19842000,31397000,2017-12-31,11123000,164611000,383635000.0,129146000,,,31397000
RUBI,-3q,-65759000,-3592000,12985000,282463000,99605000,,22226000,-103571000,37727000,-760000,-15501000,35211000,2017-09-30,11580000,184201000,354889000.0,139005000,,170688000.0,35211000
RUBI,-4q,15798000,9924000,13698000,342326000,165318000,,29224000,-11555000,38928000,1024000,-9704000,42922000,2017-06-30,12044000,282961000,461963000.0,192606000,,,42922000
RUN,-1q,1538000,-45754000,119155000,459815000,243328000,35383000,25208000,28032000,81919000,,-56711000,144363000,2018-03-31,3896000,934679000,4101231000.0,203189000,1395204000,,144363000
RUN,-2q,-13617000,-21845000,127446000,432702000,202525000,35037000,18997000,58894000,70488000,6697000.0,-51491000,146443000,2017-12-31,4437000,811998000,3927874000.0,202525000,1452388000,3115876000.0,146443000
RUN,-3q,4821000,-5709000,118820000,391524000,216142000,283464000,22471000,27782000,70211000,2259000.0,-47740000,141291000,2017-09-30,3936000,753936000,3717753000.0,216142000,1274778000,2963817000.0,141291000
RUN,-4q,7382000,4023000,108052000,356342000,211321000,280277000,29796000,25122000,62775000,1692000.0,-32979000,137848000,2017-06-30,3710000,721227000,3489102000.0,211321000,1189620000,,137848000
RUSHA,-1q,7171000,117664000,1013786000,1400805000,131712000,966331000,226995000,21039000,194578000,28000,32417000,1235660000,2018-03-31,,1031669000,2899204000.0,131712000,1481023000,,1240781000
RUSHA,-2q,-3374000,-17538000,995194000,1375098000,124541000,940819000,212909000,105867000,174711000,181000,38198000,1204102000,2017-12-31,,1040373000,2890139000.0,124541000,1473230000,,1208103000
RUSHA,-3q,4108000,39553000,1037411000,1274372000,127915000,864984000,220048000,29784000,171719000,-107000,48329000,1254264000,2017-09-30,,934117000,2758990000.0,127915000,1380077000,1824873000.0,1257459000
RUSHA,-4q,34734000,93197000,994451000,1220977000,123807000,844888000,209072000,21999000,171797000,-132000,37275000,1200027000,2017-06-30,,894880000,2691799000.0,123807000,1354666000,1796919000.0,1203523000
RUSHB,-1q,7171000,117664000,1013786000,1400805000,131712000,966331000,226995000,21039000,194578000,28000,32417000,1235660000,2018-03-31,,1031669000,2899204000.0,131712000,1481023000,,1240781000
RUSHB,-2q,-3374000,-17538000,995194000,1375098000,124541000,940819000,212909000,105867000,174711000,181000,38198000,1204102000,2017-12-31,,1040373000,2890139000.0,124541000,1473230000,,1208103000
RUSHB,-3q,4108000,39553000,1037411000,1274372000,127915000,864984000,220048000,29784000,171719000,-107000,48329000,1254264000,2017-09-30,,934117000,2758990000.0,127915000,1380077000,1824873000.0,1257459000
RUSHB,-4q,34734000,93197000,994451000,1220977000,123807000,844888000,209072000,21999000,171797000,-132000,37275000,1200027000,2017-06-30,,894880000,2691799000.0,123807000,1354666000,1796919000.0,1203523000
RUTH,-1q,-1883000,15699000,83224000,26139000,2168000,,33302000,13646000,16914000,,16388000,114781000,2018-03-31,,87589000,231811000.0,2168000,,,116526000
RUTH,-2q,-811000,33603000,86747000,37045000,4051000,,37356000,9581000,17547000,,19809000,124103000,2017-12-31,,79504000,242096000.0,4051000,,,124103000
RUTH,-3q,-366000,3906000,67914000,24130000,4862000,,17253000,1696000,14266000,,2987000,85167000,2017-09-30,,80369000,193072000.0,4862000,,,85167000
RUTH,-4q,2180000,9481000,73119000,24237000,5228000,,26896000,7811000,15351000,,11545000,100015000,2017-06-30,,86557000,196683000.0,5228000,,,100015000
RVEN,-1q,771589,-216564,618163,8833288,7213911,32959777,1561128,-280121,1498828,,62300,2179291,2018-03-31,,32827451,67274276.0,7213911,,,2179291
RVEN,-2q,-538142,129720,547250,7982848,6442322,30493124,1456324,128956,1408486,,47838,2003574,2017-12-31,,32943196,65586841.0,6442322,,,2003574
RVEN,-3q,2996168,430215,593339,8607417,6980464,26904604,1449983,-1307696,1442711,,7272,2043322,2017-09-30,,32814241,61873897.0,6980464,,,2043322
RVEN,-4q,-5666037,727016,586070,5332209,3984296,24160034,1443434,-289884,1450395,-36823.0,-6961,2029504,2017-06-30,,34121937,60230048.0,3984296,,,2029504
RVLT,-1q,494000,-4441000,22240000,75434000,1439000,3086000,11499000,-2190000,12588000,,-1089000,33739000,2018-03-31,818000,77658000,167636000.0,1439000,55046000,,33739000
RVLT,-2q,28000,2617000,31820000,77674000,945000,2796000,3463000,-45705000,15663000,,-12200000,35283000,2017-12-31,1056000,75863000,170234000.0,945000,53419000,,35283000
RVLT,-3q,442000,-1181000,29207000,100123000,917000,3360000,13877000,-2520000,14221000,,-344000,43084000,2017-09-30,1068000,120975000,214935000.0,917000,55380000,,43084000
RVLT,-4q,-694000,-4224000,29127000,98442000,475000,2360000,14248000,-727000,13333000,,915000,43375000,2017-06-30,694000,121822000,214671000.0,475000,54052000,,43375000
RVNC,-1q,-213684000,-11144000,,273418000,69792000,,,-35037000,35855000,34000.0,-35662000,193000,2018-03-31,22239000,236641000,284780000.0,268806000,,,193000
RVNC,-2q,226572000,-28396000,,285211000,283476000,,,-35907000,32891000,,-32854000,37000,2017-12-31,21004000,268845000,295699000.0,282896000,,,37000
RVNC,-3q,2129000,-21464000,,156267000,56904000,,,-30651000,30791000,,-30716000,75000,2017-09-30,21643000,142056000,169183000.0,153440000,,,75000
RVNC,-4q,15458000,-24290000,,174353000,54775000,,,-26874000,26916000,,-26841000,75000,2017-06-30,18307000,159414000,187076000.0,165545000,,,75000
RVP,-1q,216359,459136,4813205,25813142,15094258,391651,2859596,-179284,3016569,,-156973,7672801,2018-03-31,144227,26939730,37207341.0,15094258,3380989,,7672801
RVP,-2q,-988559,-903822,7334746,26607770,14877899,410949,2177259,-1130121,3465668,,-1288409,9512005,2017-12-31,274802,27174126,38155480.0,14877899,3492358,,9512005
RVP,-3q,393905,29561,7151698,28971683,15866458,430089,3260338,-66626,3293196,,-32858,10412036,2017-09-30,159921,28339997,40642734.0,15866458,3602410,,10412036
RVP,-4q,-1343640,-1071465,5437049,27441882,15472553,440971,2209068,-1349346,3514277,,-1305209,7646117,2017-06-30,157395,27709084,39269565.0,15472553,3711206,,7646117
RVSB,-1q,21662000,5002000,,,44767000,,,3009000,,138000,,,2018-03-31,,116901000,1151535000.0,,,,13320000
RVSB,-2q,-53140000,1812000,,,23105000,,,1520000,,17000,,,2017-12-31,,116803000,1128342000.0,,,,13686000
RVSB,-3q,42137000,2885000,,,76245000,,,3059000,,-157000,,,2017-09-30,,116742000,1147680000.0,,,,13438000
RVSB,-4q,-30505000,2240000,,,34108000,,,2654000,,-225000,,,2017-06-30,,113917000,1125161000.0,,,,13171000
RWGE,-1q,-738104.0,-228731.0,,924424.0,687259.0,,,615184.0,335301.0,-950485.0,-335301.0,,2018-03-31,,5000003,302100117.0,687259.0,,,
RWGE,-2q,,,,,,,,,,,,,2017-09-30,,13625,163987.0,,,,
RWLK,-1q,-5755000,-5026000,897000,15882000,9668000,6441000,682000,-6327000,6524000,,-5842000,1579000,2018-03-31,2151000,-1499000,17720000.0,8818000,14237000,,1579000
RWLK,-2q,1639000,-5426000,912000,20938000,14567000,6441000,603000,-6162000,6221000,,-5618000,1515000,2017-12-31,1609000,3707000,22863000.0,14567000,15352000,19156000.0,1515000
RWLK,-3q,-3327000,-5841000,1024000,19396000,12928000,5663000,708000,-5846000,6060000,,-5352000,1732000,2017-09-30,1618000,1340000,21484000.0,12928000,15666000,20144000.0,1732000
RWLK,-4q,-894000,-5202000,1266000,22043000,16255000,7441000,741000,-6309000,6108000,,-5367000,2007000,2017-06-30,1385000,3403000,24321000.0,16255000,15978000,,2007000
RWT,-1q,34161000,-143247000,,,180968000,912166000,,46845000,,26265000,,,2018-03-31,,1219983000,6999573000.0,,5029841000,,74771000
RWT,-2q,-112948000,-1084087000,,,144663000,1938682000,,30933000,,-3926000,,,2017-12-31,,1212287000,7039822000.0,,5678290000,,49678000
RWT,-3q,40393000,-362168000,,,257611000,1238196000,,36180000,,-13080000,,,2017-09-30,,1208640000,6130699000.0,,4756923000,,60167000
RWT,-4q,2131000,-520546000,,,217218000,1294807000,,36324000,,-23835000,,,2017-06-30,,1179424000,5655482000.0,,3631153000,,60287000
RXII,-1q,-975000,-1907000,,2862000,2656000,,,-2239000,2262000,,-2239000,23000.0,2018-03-31,1361000,567000,3090000.0,2606000,,,23000.0
RXII,-2q,-1835000,-2201000,,3832000,3631000,,,-2002000,2006000,,-1991000,15000.0,2017-12-31,1204000,1833000,4098000.0,3581000,,2265000.0,15000.0
RXII,-3q,-2286000,-2197000,,5737000,5466000,,,-2476000,2476000,,-2476000,,2017-09-30,1490000,3430000,6033000.0,5416000,,2603000.0,
RXII,-4q,-2503000,-2317000,,8089000,7752000,,,-2514000,2429000,,-2429000,,2017-06-30,1329000,5937000,8391000.0,7702000,,2454000.0,
RXN,-1q,-21200000,106600000,365500000,997700000,217600000,3900000,209700000,-62000000,128400000,-2800000.0,81300000,575200000,2018-03-31,,1212700000,3423700000.0,217600000,1356000000,,575200000
RXN,-2q,-297300000,61400000,309400000,954900000,234800000,200000,182900000,81600000,115900000,,67000000,492300000,2017-12-31,,1254100000,3350000000.0,234800000,1323100000,,492300000
RXN,-3q,8100000,23500000,322500000,1263300000,531300000,16300000,188300000,29800000,117400000,,70900000,510800000,2017-09-30,,1165300000,3615200000.0,531300000,1615700000,,510800000
RXN,-4q,21300000,37000000,311700000,1226300000,516200000,16300000,176000000,26500000,118100000,,57900000,487700000,2017-06-30,,1116000000,3583500000.0,516200000,1619100000,,487700000
RY,-1q,-1436477844,-5095445541,,,25523967765,,,2376732051,,-49856064,,,2018-04-30,,58756150425,993053336778.0,,,,7821170040
RY,-2q,5052686457,11844595854,,,28029121848,24709969284.0,,2438975721,,-52826865,,,2018-01-31,,59114074656,1037255494275.0,,31992762165.0,978141419619.0,8779824963
RY,-3q,3104954971,4894395670,,,22034088399,23275915256.0,,2194333653,,-48090734,,,2017-10-31,,57265980653,940757919421.0,,30462377361.0,,8390281769
RY,-4q,-4744279078,8306689342,,,19446022964,32416973184.0,,2226906506,,-76817472,,,2017-07-31,,57832353868,961056190554.0,,39778647584.0,903223836686.0,7964211446
RYAAY,-1q,-136991410.6,1486436953.0,1627497415.4,5165229694,1868064690.0,535881791.6,1109741.4,64241696.6,-78914944.0,,80024685.4,1628607156.8,2018-03-31,,5510359269.4,15242668042.8,4495069193.0,4886561298.0,,1628607156.8
RYAAY,-2q,106601380.8,108522126.4,1368891379.8,4504748665,1952077762.6,459538384.8,317643303.6,126769209.6,166384587.6,,151258716.0,1686534683.4,2017-12-31,,5762236800.0,13961899766.4,3843051805.8,4885536480.2,,1686534683.4
RYAAY,-3q,590597450.0,247980480.0,1550699905.0,4736990760,1805020795.0,507585045.0,1402287345.0,1051333910.0,209116115.0,,1193171230.0,2952987250.0,2017-09-30,,5558660930.0,13740372960.0,4186314410.0,4904189720.0,,2952987250.0
RYAAY,-4q,-216724662.0,829540206.0,1476515304.0,5129759646,1181646378.0,514221246.0,705926034.0,453670866.0,180165942.0,,525760092.0,2182441338.0,2017-06-30,,4875790788.0,13728370590.0,4769656254.0,4890757014.0,,2182441338.0
RYAM,-1q,-8464000,32516000,441640000,704910000,89076000,11274000,80352000,24455000,34095000,-2373000,46257000,521992000,2018-03-31,,721994000,2694049000.0,89076000,1237655000,,521992000
RYAM,-2q,-283797000,12148000,310660000,646537000,96235000,9425000,38315000,295077000,39231000,-298214000,-916000,348975000,2017-12-31,,693756000,2642611000.0,96235000,1241604000,,348975000
RYAM,-3q,10481000,30968000,178549000,589736000,379179000,267028000,31168000,15672000,13505000,-10933000,17663000,209717000,2017-09-30,,234260000,1442600000.0,379179000,779921000,,209717000
RYAM,-4q,23590000,48910000,167881000,570442000,368698000,13100000,33345000,4573000,19648000,2347000,13697000,201226000,2017-06-30,,221694000,1448510000.0,368698000,781745000,,201226000
RYB,-1q,,,28130000,177919000,,,623000,-2720000,5681000,,-5058000,28753000,2018-03-31,,104203000,237736000.0,162290000,,,28753000
RYB,-2q,,,31584000,172808000,,,7477000,200000,6778000,,699000,39061000,2017-12-31,,103745000,229738000.0,158691000,,,39061000
RYB,-3q,,,28396000,193677000,,,9008000,1588000,6257000,,2751000,37404000,2017-09-30,,101703000,246322000.0,177975000,,,37404000
RYB,-4q,,,28458000,79278000,,,9352000,4284000,3603000,,5749000,37810000,2017-06-30,,7150000,128674000.0,65059000,,,37810000
RYI,-1q,-8800000,31700000,776400000,1249400000,68800000,30300000,164900000,10400000.0,130500000,800000.0,34400000,941300000,2018-03-31,,2400000,1852100000.0,67700000,1034500000,,941300000
RYI,-2q,3700000,91200000,674100000,1103900000,77400000,21300000,136500000,,119300000,,17200000,810600000,2017-12-31,,-10000000,1711900000.0,77400000,1045700000,1721900000.0,810600000
RYI,-3q,-5700000,-12200000,719200000,1222700000,73600000,20200000,145000000,1700000.0,119200000,1400000.0,25800000,864200000,2017-09-30,,-16800000,1817300000.0,73600000,1041600000,1834100000.0,864200000
RYI,-4q,3700000,-48400000,735000000,1188500000,76900000,23300000,140400000,600000.0,116700000,400000.0,23700000,875400000,2017-06-30,,-24800000,1787800000.0,76900000,1036000000,,875400000
RYN,-1q,4525000,78235000,138488000,196494000,177688000,,64708000,40539000,8975000,1783000,55733000,203196000,2018-03-31,,1631773000,2878372000.0,92785000,,,203196000
RYN,-2q,9123000,69411000,151570000,183527000,112653000,3375000.0,108848000,64151000,11433000,-33642000,97415000,260418000,2017-12-31,,1593023000,2858481000.0,112653000,1025379000.0,,260418000
RYN,-3q,-31754000,58558000,136583000,260945000,104062000,,41363000,24688000,9132000,1388000,32231000,177946000,2017-09-30,,1558555000,2911719000.0,104062000,,,177946000
RYN,-4q,-124288000,94372000,143687000,285227000,136559000,31525000.0,51032000,26161000,9602000,3002000,41430000,194719000,2017-06-30,,1571720000,2952794000.0,136559000,1065146000.0,,194719000
RYTM,-1q,8956000,-11651000,,138414000,43417000,,,-16459000,17001000,,-17001000,,2018-03-31,12286000,133658000,139443000.0,136453000,,,
RYTM,-2q,6322000,-7885000,,150671000,34236000,,,-10531000,10983000,,-10983000,,2017-12-31,6653000,144788000,151736000.0,148082000,,,
RYTM,-3q,19191000,-8417000,,32036000,27914000,,,-10016000,8286000,,-8286000,,2017-09-30,5971000,-51856000,34804000.0,30415000,,,
RYTM,-4q,-3159000,-6142000,,38937000,8723000,,,-6802000,6754000,,-6754000,,2017-06-30,5397000,35766000,40879000.0,38215000,,,
